VIN,YEAR,MAKE,Model,Body,Trim,ModelNumber,Doors,ExteriorColor,InteriorColor,EngineCylinders,EngineDisplacement,Transmission,Miles,SellingPrice,MSRP,BookValue,Invoice,DateInStock,Description,DealerZip,Ext_Color_Generic,Int_Color_Generic,Int_Upholstery,Engine_Block_Type,Engine_Aspiration_Type,Engine_Description,Transmission_Speed,Transmission_Description,Drivetrain,Fuel_Type,CityMPG,HighwayMPG,PassengerCapacity,ExtColorHexCode,EngineDisplacementCubicInches
3C7WDLFL9CG258912,2012,Ram,4500,Crew Cab Chassis-Cab,ST,DP9L94,4,White,,6,6.7L,Automatic,88,52395,52395,46065,47482,41292,,77037,White,,,I,Electronic Fuel Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,,408
3C7WDTCL9CG332723,2012,Ram,3500,Crew Cab Chassis-Cab,ST,DD8L93,4,Bright White,Dark Slate/Medium Graystone Interior,6,6.7L,Automatic,6,48270,48270,34132,43427,41296,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C7WDLFLXCG248115,2012,Ram,4500,Crew Cab Chassis-Cab,ST,DP9L94,4,Bright White,Dark Slate/Medium Graystone Interior,6,6.7L,Automatic,20,51750,51750,49822,46934,41302,,77037,White,Gray,,I,Electronic Fuel Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C7WDSCLXCG319506,2012,Ram,3500,Crew Cab Chassis-Cab,ST,DD3L93,4,White,,6,6.7L,Automatic,306,44980,44980,39572,40526,41319,,77037,White,,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,RWD,Diesel Fuel,,,6,,408
3C6TR5HT4DG517454,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L91,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,5,38680,38680,34935,35946,41321,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UD5HL3CG284877,2012,Ram,2500,Crew Cab Pickup,ST,DJ7L92,4,White,,6,6.7L,Manual,186,46960,46960,43128,42798,41333,,77037,White,,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Manual,4WD,Diesel Fuel,,,6,,408
3C6UR5DL5DG533768,2013,Ram,2500,Crew Cab Pickup,,DJ7H91,4,Mineral Gray Metallic,Black/Diesel Gray,6,6.7L,Automatic,43,53175,53175,46972,48417,41332,,77037,Gray,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,6C6966,408
3C6UR5JL4DG514830,2013,Ram,2500,Crew Cab Pickup,,DJ7H92,4,Black,V9x8,6,6.7L,Automatic,46,50765,50765,45002,46375,41332,,77037,Black,,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,0,408
3C6UR5JL4DG532213,2013,Ram,2500,Crew Cab Pickup,,DJ7H92,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,6,53340,53340,47113,48563,41331,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5DL3DG514314,2013,Ram,2500,Crew Cab Pickup,,DJ7H91,4,Mineral Gray Metallic,V9x8,6,6.7L,Automatic,8,49680,49680,44104,45445,41334,,77037,Gray,,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,6C6966,408
3C6UR5FL4DG517168,2013,Ram,2500,Crew Cab Pickup,Laramie,DJ7P91,4,Bright White,Canyon Brown/Light Frost Beige,6,6.7L,Automatic,27,57640,57640,50842,52421,41335,,77037,White,White,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C63D3GL3CG285299,2012,Ram,3500,Crew Cab Pickup,ST,D28L92,4,White,,6,6.7L,Automatic,2,47735,47735,45080,43978,41341,,77037,White,,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,,408
3C63D3GL4CG297123,2012,Ram,3500,Crew Cab Pickup,ST,D28L92,4,White,,6,6.7L,Automatic,288,47980,47980,43033,44186,41341,,77037,White,,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,,408
3C63D3GLXCG341531,2012,Ram,3500,Crew Cab Pickup,ST,D28L92,4,White,,6,6.7L,Automatic,288,48055,48055,45105,44252,41341,,77037,White,,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,,408
3C6UR5CL8DG529795,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L91,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,11,47965,47965,42546,43835,41344,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5DL1DG514313,2013,Ram,2500,Crew Cab Pickup,,DJ7H91,4,Mineral Gray Metallic,V9x8,6,6.7L,Automatic,9,49680,49680,44087,45445,41344,,77037,Gray,,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,6C6966,408
3C6UR5FL4DG517154,2013,Ram,2500,Crew Cab Pickup,Laramie,DJ7P91,4,Mineral Gray Metallic,Black,6,6.7L,Automatic,15,57640,57640,50842,52421,41346,,77037,Gray,Black,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,6C6966,408
3C6UR5JL6DG537882,2013,Ram,2500,Crew Cab Pickup,,DJ7H92,4,Bright Silver Metallic,Black/Diesel Gray,6,6.7L,Automatic,15,52605,52605,46510,47938,41344,,77037,Silver,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,E0E1EA,408
3C6UR5DL5DG547945,2013,Ram,2500,Crew Cab Pickup,,DJ7H91,4,Black,Black/Diesel Gray,6,6.7L,Automatic,11,51960,51960,45975,47384,41355,,77037,Black,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,0,408
3C6UR5JL4DG537881,2013,Ram,2500,Crew Cab Pickup,,DJ7H92,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,12,52605,52605,46510,47938,41359,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR4CL5DG540926,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ2L91,4,Black,Black/Diesel Gray,6,6.7L,Manual,13,43195,43195,38408,39554,41359,,77037,Black,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Manual,RWD,Diesel Fuel,,,6,0,408
3C6UR5CL2DG529789,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L91,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,15,47965,47965,42546,43835,41359,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5HL7DG529781,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L92,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,12,48145,48145,42801,43996,41359,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5KL6DG525813,2013,Ram,2500,Crew Cab Pickup,Laramie,DJ7P92,4,Bright White,Black,6,6.7L,Automatic,16,57365,57365,50623,52194,41359,,77037,White,Black,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5CL4DG529793,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L91,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,13,47965,47965,42546,43835,41360,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5HL0DG529783,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L92,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,14,48145,48145,42701,43996,41360,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5JL8DG537883,2013,Ram,2500,Crew Cab Pickup,,DJ7H92,4,Black,Black/Diesel Gray,6,6.7L,Automatic,17,52605,52605,46510,47938,41360,,77037,Black,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,0,408
3C63DRJL2CG332110,2012,Ram,3500,Crew Cab Pickup,Laramie,D28P92,4,Black,,6,6.7L,Automatic,0,58245,58245,53462,53337,41366,,77037,Black,,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,0,408
3C6UR5CL2DG529792,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L91,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,14,47965,47965,42546,43835,41365,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5CL9DG529790,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L91,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,13,47965,47965,42546,43835,41365,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5DL6DG524674,2013,Ram,2500,Crew Cab Pickup,SLT,DJ7H91,4,White,,6,6.7L,Automatic,0,53490,53490,47952,48684,41366,,77037,White,,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,,408
3C6UR5DL7DG544996,2013,Ram,2500,Crew Cab Pickup,SLT,DJ7H91,4,White,,6,6.7L,Automatic,0,51900,51900,46041,47332,41366,,77037,White,,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,,408
3C6UR5KL4DG525812,2013,Ram,2500,Crew Cab Pickup,Laramie,DJ7P92,4,Black,Black,6,6.7L,Automatic,247,57365,57365,50733,52194,41365,,77037,Black,Black,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,0,408
3C6UR5DL1DG518880,2013,Ram,2500,Crew Cab Pickup,SLT,DJ7H91,4,White,,6,6.7L,Automatic,388,51480,51480,46706,46975,41367,,77037,White,,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,,408
3C6UR5HL4DG529785,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L92,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,16,48145,48145,42701,43996,41367,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5HL9DG529782,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L92,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,17,48145,48145,42701,43996,41367,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5HL6DG529786,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L92,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,17,48145,48145,42701,43996,41367,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5CL0DG529788,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L91,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,12,47965,47965,42546,43835,41374,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5CL6DG529794,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L91,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,15,47965,47965,42546,43835,41374,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5DL7DG533769,2013,Ram,2500,Crew Cab Pickup,Lone Star,DJ7H91,4,Black,Black/Diesel Gray,6,6.7L,Automatic,11,53175,53175,47072,48417,41375,,77037,Black,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,0,408
3C6UR5JL2DG537880,2013,Ram,2500,Crew Cab Pickup,SLT,DJ7H92,4,Bright White,Black/Diesel Gray,6,6.7L,Automatic,16,52605,52605,46610,47938,41375,,77037,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C6UR5FL5DG534853,2013,Ram,2500,Crew Cab Pickup,Laramie,DJ7P91,4,Deep Cherry Red Crystal Pearl,Canyon Brown/Light Frost Beige,6,6.7L,Automatic,8,57685,57685,50878,52459,41379,,77037,Red,White,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,660F18,408
3C7WRMDL3DG523061,2013,Ram,5500,Regular Cab Chassis-Cab,,DP5L66,2,Bright White,Black/Diesel Gray Interior,6,6.7L,Automatic,15,47685,47685,41959,43264,41380,,77037,White,Gray,,I,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,RWD,Diesel Fuel,,,3,FFFFFF,408
3C6UR5HL2DG550120,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L92,4,Black,,6,6.7L,Automatic,388,48660,48660,44938,44433,41382,,77037,Black,,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,0,408
3C6UR5NL1DG562490,2013,Ram,2500,Crew Cab Pickup,Laramie,DJ7P81,4,Black,Black,6,6.7L,Automatic,9,60225,60225,53084,54765,41383,,77037,Black,Black,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,0,408
3C6UR5NL5DG562489,2013,Ram,2500,Crew Cab Pickup,Laramie,DJ7P81,4,Mineral Gray Metallic,Black,6,6.7L,Automatic,11,60225,60225,53084,54765,41383,,77037,Gray,Black,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,6C6966,408
3C7WRMBL1DG530688,2013,Ram,5500,Regular Cab Chassis-Cab,,DP5L64,2,Bright White,Black/Diesel Gray Interior,6,6.7L,Automatic,9,47335,47335,41661,42955,41383,,77037,White,Gray,,I,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,RWD,Diesel Fuel,,,3,FFFFFF,408
3C7WRMDL0DG523034,2013,Ram,5500,Regular Cab Chassis-Cab,Tradesman,DP5L66,2,Bright White,Black/Diesel Gray Interior,6,6.7L,Automatic,17,47595,47595,41885,43187,41386,,77037,White,Gray,,I,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,RWD,Diesel Fuel,,,3,FFFFFF,408
3C7WRMDL5DG523059,2013,Ram,5500,Regular Cab Chassis-Cab,Tradesman,DP5L66,2,Bright White,Black/Diesel Gray Interior,6,6.7L,Automatic,23,47685,47685,41959,43264,41386,,77037,White,Gray,,I,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,RWD,Diesel Fuel,,,3,FFFFFF,408
3C7WDSBL1CG297784,2012,Ram,3500,Regular Cab Chassis-Cab,,DD3L64,2,Black,,6,6.7L,Automatic,0,41815,41815,37036,37721,41387,,77037,Black,,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,RWD,Diesel Fuel,,,3,0,408
3C63DRKL9CG302956,2012,Ram,3500,Crew Cab Pickup,Laramie Longhorn,D28R92,4,Bright White,Uldv,6,6.7L,Automatic,47,54245,63245,56477,57733,41180,New 2012 Ram 3500 Laramie Longhorn Edition available sale near Austin Cedar Park Pflugerville Round Rock & Killeen at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this gorgeous new 2012 Ram 3500 Laramie Longhorn Edition!,78626,White,,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C63DRKL6CG325899,2012,Ram,3500,Crew Cab Pickup,Laramie Longhorn,D28R92,4,Black,Uldv,6,6.7L,Automatic,25,54575,63575,56761,58026,41206,New 2012 Ram 3500 Laramie Longhorn Edition available sale near Austin Cedar Park Pflugerville Round Rock & Killeen at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this gorgeous new 2012 Ram 3500 Laramie Longhorn Edition!,78626,Black,,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,0,408
3C7WDTCL8CG305299,2012,Ram,3500,Crew Cab Chassis-Cab,ST,DD8L93,4,Bright White,Dark Slate/Medium Graystone Interior,6,6.7L,Automatic,0,38210,47210,0,42524,41381,New 2012 Ram 3500 ST available sale near Austin Cedar Park Pflugerville Round Rock & Killeen at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this gorgeous new New 2012 Ram 3500 ST!Love that new car smell? Well come on down to Mac Haik Dodge Chrysler Jeep Ram of Georgetown and take this heavy duty RAM Truck for a test drive. We are conveniently located near Austin and Round Rock on I35 South in Georgetown. Dont wait this truck will not last long at the current price. Please Contact Our New Car Sales Team Today! *1-877-850-7466*,78626,White,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C63DRKL5CG314229,2012,Ram,3500,Crew Cab Pickup,Laramie Longhorn,D28R92,4,Bright White,Uldv,6,6.7L,Automatic,11,52005,61005,54653,55841,41211,New 2012 Ram 3500 Laramie Longhorn Edition available sale near Austin Cedar Park Pflugerville Round Rock & Killeen at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this gorgeous new 2012 Ram 3500 Laramie Longhorn Edition!,78626,White,,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C63DRKL4CG314223,2012,Ram,3500,Crew Cab Pickup,Laramie Longhorn,D28R92,4,Bright Silver Metallic,Uldv,6,6.7L,Automatic,12,53000,62000,55469,56687,41212,New 2012 Ram 3500 Laramie Longhorn Edition available sale near Austin Cedar Park Pflugerville Round Rock & Killeen at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this gorgeous new 2012 Ram 3500 Laramie Longhorn Edition!,78626,Silver,,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,E0E1EA,408
3C63DRKL2CG314222,2012,Ram,3500,Crew Cab Pickup,Laramie Longhorn,D28R92,4,Mineral Gray Metallic,Uldv,6,6.7L,Automatic,11,53000,62000,55469,56687,41246,New 2012 Ram 3500 Laramie Longhorn Edition available sale near Austin Cedar Park Pflugerville Round Rock & Killeen at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this gorgeous new 2012 Ram 3500 Laramie Longhorn Edition!,78626,Gray,,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,6C6966,408
3C63DRKL1CG314227,2012,Ram,3500,Crew Cab Pickup,Laramie Longhorn,D28R92,4,Black,Uldv,6,6.7L,Automatic,12,53745,62745,56080,57321,41246,New 2012 Ram 3500 Laramie Longhorn Edition available sale near Austin Cedar Park Pflugerville Round Rock & Killeen at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this gorgeous new 2012 Ram 3500 Laramie Longhorn Edition!,78626,Black,,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,0,408
3C63DRKL5CG314232,2012,Ram,3500,Crew Cab Pickup,Laramie Limited,D28R92,4,Bright White,Dark Slate,6,6.7L,Automatic,15,54695,63695,56859,58128,41257,New 2012 Ram 3500 Laramie Longhorn Edition available sale near Austin Cedar Park Pflugerville Round Rock & Killeen at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this gorgeous new 2012 Ram 3500 Laramie Longhorn Edition!,78626,White,Gray,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
3C63DRKL9CG314220,2012,Ram,3500,Crew Cab Pickup,Laramie Longhorn,D28R92,4,Black,Uldv,6,6.7L,Automatic,16,53000,62000,55469,56687,41257,New 2012 Ram 3500 Laramie Longhorn Edition available sale near Austin Cedar Park Pflugerville Round Rock & Killeen at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this gorgeous new 2012 Ram 3500 Laramie Longhorn Edition!,78626,Black,,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,0,408
3C63DRKLXCG314226,2012,Ram,3500,Crew Cab Pickup,Laramie Longhorn,D28R92,4,Black,Uldv,6,6.7L,Automatic,15,53745,62745,56080,57321,41256,New 2012 Ram 3500 Laramie Longhorn Edition available sale near Austin Cedar Park Pflugerville Round Rock & Killeen at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this gorgeous new 2012 Ram 3500 Laramie Longhorn Edition!,78626,Black,,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,0,408
3C63DRNLXCG332351,2012,Ram,3500,Crew Cab Pickup,Laramie Longhorn,D28R81,4,Black,Uldv,6,6.7L,Automatic,12,54575,63575,56866,58131,41256,New 2012 Ram 3500 Laramie Longhorn Edition available sale near Austin Cedar Park Pflugerville Round Rock & Killeen at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this gorgeous new 2012 Ram 3500 Laramie Longhorn Edition!,78626,Black,,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,0,408
3C63DRKL3CG314228,2012,Ram,3500,Crew Cab Pickup,Laramie Longhorn,D28R92,4,Black,Uldv,6,6.7L,Automatic,13,52750,61750,55264,56475,41260,New 2012 Ram 3500 Laramie Longhorn Edition available sale near Austin Cedar Park Pflugerville Round Rock & Killeen at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this gorgeous new 2012 Ram 3500 Laramie Longhorn Edition!,78626,Black,,,I,Direct Injection,Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,0,408
3C6UR5HLXDG537941,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L92,4,Bright Silver Metallic,Black/Diesel Gray,6,6.7L,Automatic,10,48205,48205,43100,44046,41345,New 2013 Ram 2500 Tradesman for sale near Austin Cedar Park Round Rock Pflugerville and Killeen at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this new 2013 RAM 2500 Tradesman! Mac Haik Dodge Chrysler Jeep RAM Georgetown is easily accessible from Austin Cedar Park Round Rock Pflugerville and Killeen. We are conveniently located on I H 35 South exit 259. We are about a mile past the Mac Haik Ford and Lincoln store on your right hand side. Dont delay and come in today before this vehicle is gone forever. Call 1-877-850-7466 today.,78626,Silver,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,E0E1EA,408
3C6UR5CL5DG549017,2013,Ram,2500,Crew Cab Pickup,Tradesman,DJ7L91,4,Maximum Steel Metallic,Black/Diesel Gray,6,6.7L,Automatic,10,46775,46775,41920,42823,41355,2013 RAM 2500 Tradesman for sale near Austin Cedar Park Pflugerville Killeen & Round Rock at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this gorgeous 2013 RAM 2500 Tradesman Mac Haik Dodge Chrysler Jeep RAM Georgetown is conveniently located near Austin Cedar Park Pflugerville Killeen and Round Rock off of I H 35 South exit 259. We are about a mile past the Mac Haik Ford and Lincoln dealership on your right hand side. Call us at 1-877-850-7466 today before it is to late and this 2013 RAM 2500 Tradesman is gone forever.,78626,Gray,Gray,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,565656,408
3C6UR5DL1DG548008,2013,Ram,2500,Crew Cab Pickup,SLT,DJ7H91,4,Bright White,Canyon Brown/Light Frost Beige,6,6.7L,Automatic,28,52970,52970,47154,48242,41354,2013 RAM 2500 SLT for sale near Austin Cedar Park Pflugerville Killeen & Round Rock at Mac Haik Dodge Chrysler Jeep RAM Georgetown. Please contact our new Car Sales Team at 1-877-850-7466 today to schedule a test drive of this gorgeous 2013 RAM 2500 SLT! Mac Haik Dodge Chrysler Jeep RAM Georgetown is conveniently located near Austin Cedar Park Pflugerville Killeen and Round Rock off of I H 35 South exit 259. We are about a mile past the Mac Haik Ford and Lincoln dealership on your right hand side. Call us at 1-877-850-7466 today before it is to late and this 2013 Ram 2500 SLT is gone forever.,78626,White,White,,V,Direct Injection,Turbocharged Diesel I6 6.7L/408,6,6-Speed Automatic,4WD,Diesel Fuel,,,6,FFFFFF,408
